English,Hausa
I'm looking forward to getting your letter.,Ina sauraren isowar wasiƙarka.
I'm looking forward to the summer vacation.,Ina ɗokin zuwan hutun bazara.
I'm not even sure I want to see that movie.,Ba ni da tabbacin ma ko ina son kallon wannan fim ɗin.
"I'm not going if you don't invite Ali, too.",Ni ma ba zan je ba idan har ba za ka gayyaci Ali ba.
I'm not interested in any of your theories.,Ba ni da sha'awar ɗaya daga cikin ra'ayoyinka.
I'm not saying that what she did was right.,Ba cewa na yi abin da ta aikata daidai ba ne.
I'm planning to leave for Europe next week.,Ina shirin tafiya Turai mako mai zuwa.
I'm pretty sure Ali will be at the party.,Ina da tabbacin cewa Ali zai je wajen walimar.
I'm repeating it to you so you'll remember.,Ina maimaita maka ne domin ka tuna.
I'm seriously thinking of selling my house.,Da gaske ina tunanin siyar da gidana.
I'm sorry that you can't come this evening.,Ban ji daɗi ba da ba za ka zo a wannan yammacin ba.
I'm sorry to have kept you waiting so long.,Ka yi haƙuri na bar ka ka daɗe kana jira.
"I'm sorry, but I already have a girlfriend.","Ki yi haƙuri, amma ina da budurwa."
I'm still not convinced it's going to work.,Har yanzu ban gamsu da cewa zai yiwu ba.
I'm sure it would be a mistake to tell Ali.,Ina da tabbacin cewa kuskure ne a faɗa wa Ali.
I'm surprised Ali didn't notice Mary leave.,Na yi mamaki da Ali bai lura cewa Mary ta tafi ba.
I'm the only person Ali knows in this town.,Ni kaɗai ne mutumin da Ali ya sani a nan garin.
I'm trying to get in touch with her sister.,Ina ƙoƙarin yin magana da 'yar uwarta.
I'm trying to rid myself of this bad habit.,Ina ƙoƙarin kauce wa wannan mummunan ɗabi'ar.
I'm washing my hands because they're dirty.,Ina wanke hannayena ne saboda sun yi dauɗa.
I've already tried three different methods.,Tuni na gwada hanyoyi daban-daban guda uku.
I've already written my part of the report.,Na riga na rubuta rahoton da ke ɓangarena.
I've been a ski instructor for three years.,Ina koyar da wasan tseren ƙanƙara tsawon shekara uku.
I've been asking myself that same question.,Na sha tambayar kaina irin wannan tambayar.
I've been driving this car for three years.,Ina tuƙa wannan motar tsawon shekara uku.
I've been living in Boston for three years.,Ina zaune a Boston tsawon shekara uku.
I've been looking for this for a long time.,Na daɗe ina neman wannan tsawon lokaci.
I've been saving up to buy a new saxophone.,Na daɗe ina ajiye kuɗi domin siyan saxophone.
I've been studying in China for ten months.,Ina karatu a ƙasar Sin tsawon wata goma.
I've been thinking about what we should do.,Ina ta tunani dangane da me ya kamata mu yi.
I've been waiting for someone to invite me.,Ina ta jiran wanda zai gayyace ni.
I've been waiting for you for over an hour.,Ina ta jiran ka sama da sa'a ɗaya.
I've decided to major in French in college.,Na yanke shawarar karantar Faransanci a kwaleji a matsayin babban darasi.
I've got a job and I don't want to lose it.,Na samu aiki kuma ba na so na rasa shi.
I've made a list of things I'd like to buy.,Na rubuta jerin abubuwan da nake son siya.
I've made the change I was advised to make.,Na yi canjin da aka ba ni shawarar na yi.
"I've met her before, but I can't place her.","Na taɓa haɗuwa da ita, amma ba zan iya tuna wajen da muka haɗu ba."
I've never seen that man before in my life.,Ban taɓa ganin wannan mutumin ba a rayuwata.
I've recently changed brands of toothpaste.,Kwanan nan na canja kamfanonin sabulun wanke haƙora.
I've trained my dog to come when I whistle.,Na horar da karena idan na yi fito ya zo.
I've wanted this CD player for a long time.,Na daɗe ina son wannan na'urar CD ɗin.
"If Ali comes, won't you please let me know?",Don Allah za ka sanar da ni idan Ali ya zo?
"If a brain can do it, a computer can do it.","In dai ƙwaƙwalwa za ta iya yi, to kwamfuta ma za ta iya."
"If for some reason I failed, I'd try again.","In da a ce wani dalili ya sa na gaza, da sai na sake gwadawa."
"If he is innocent, then his wife is guilty.","In dai shi ba shi da laifi, to matarsa ita ce mai laifi."
"If it makes you feel bad, why do you smoke?","In dai tana sa ka ka ji ba daɗi, to me ya sa kake shan taba?"
"If it's a simple tune, I can sight-sing it.","In dai waƙar tana da sauƙi, zan iya rera ta da ka."
"If someone paid you to kill Ali, would you?","Idan wani ya biya ka ka kashe Ali, za ka yi?"
"If something happens, feel free to call me.","Idan wani abu ya faru, ka saki jiki ka kira ni."
"If the phone rings again, I will ignore it.","In dai wayar ta sake bugawa, to ba zan kula ta ba."
If we go this way we'll catch up with them.,Idan muka bi ta wannan hanyar za mu riske su.
"If you are to succeed, you must try harder.","Idan kana son cin nasara, dole ka dage sosai."
"If you ask me, it was just a waste of time.","Idan ka tambaye ni, ɓata lokaci ne kawai."
"If you don't know the way, ask a policeman.","Idan ba ka san hanya ba, ka tambayi ɗansanda."
"If you don't study, you will fail the exam.","Idan ba ka yi karatu ba, za ka faɗi a jarrabawa."
"If you don't want to go, you don't have to.","Idan ba ka son zuwa, kada ka yi."
"If you don't want to go, you don't need to.","Idan ba ka son zuwa, babu buƙatar ka yi."
"If you don't want to read, then don't read.","Idan ba ka so ka yi karatu, to kada ka yi karatu."
"If you don't want to talk to me, that's OK.","Idan ba ka son yi min magana ne, to ba komai."
"If you give him an inch, he'll take a mile.",Idan ka ba shi yatsa to zai kama hannu.
"If you go around eight, you might meet him.","Idan ka je da misalin ƙarfe takwas, za ka iya haɗuwa da shi."
"If you have gum in your mouth, spit it out.","Idan akwai cingam a bakinka, ka tofar da shi."
"If you have something to say to me, say it.","Idan kana da maganar da za ka faɗa min, ka faɗa."
"If you mix blue and red, you'll get purple.","Idan ka cakuɗa launi shuɗi da ja, za ka samu launin shanshanbale."
"If you pull too hard, the chain will break.","Idan ka ja da ƙarfi, sarƙar za ta tsinke."
"If you take medicine, you will feel better.",Idan ka sha magani za ka ji sauƙi.
"If you want to dance, let's dance together.","Idan kana son yin rawa, mu yi rawar tare."
"If you want to yell at someone, yell at me.","Idan zaka ɗaga wa wani murya, to ka ɗaga min."
"If you want, I can show you how to do that.","Idan kana so, zan iya nuna maka yadda ake yin hakan."
"If you were in my place, what would you do?","Idan kai ne a matsayina, me za ka yi?"
"If you were in my shoes, what would you do?","Idan kai ne a halin da nake ciki, me za ka yi?"
"If you'd just asked me, I would've done it.","Da ace ka saka ni, da tuni na yi."
"If you're ever in the area, give me a call.","In dai ka zo wajen, ka kira ni."
In Japan a new school year starts in April.,A ƙasar Japan sabuwar shekara tana farawa ne a watan Afrilu
"In Japan, the new semester begins in April.",A ƙasar Japan lokacin fara karatu yana farawa ne a watan Afrilu
"In some ways, Boston is nicer than Chicago.","Ta wasu ɓangarorin, Boston ta fi Chicago kyau."
"In the fall, many birds head for the south.","A lokacin kaka, tsuntsaye da yawa suna komawa kudu."
"In the first place, you should be punctual.",Da fari dai ya kamata ka zama mai zuwa a kan lokaci.
"In those days, he lived in the house alone.","A waɗancan kwanakin , yana zama ne shi kaɗai a gida."
Is the cat on the chair or under the chair?,Shin magen a kan kujerar take ko a ƙarƙashin kujerar?
Is there anyone to look after the children?,Akwai wanda zai kula da yaran?
Is there anyone who can speak Chinese here?,Akwai wanda zai iya magana da yaren ƙasar Sin a nan?
Is there anything else I can help you with?,Akwai wani abu kuma da zan iya taimaka maka da shi?
Is there anything else I should know about?,Akwai wani abu kuma da ya kamata na sani?
Is there anything else in the refrigerator?,Akwai wani abun kuma a cikin firji?
Is there anything special I can do for you?,Akwai wani abu na musamman da zan iya yi maka?
Is there intelligent life on other planets?,Akwai rayuwa mai cike da tunani a sauran duniyoyi?
Is this computer connected to the Internet?,Shin wannan kwamfutar an haɗa ta da yanar gizo?
Is this today's issue of the Asahi Shimbun?,Lamarin Asahi Shimbun ne na yau?
Is world peace made possible by friendship?,Zaman lafiyar duniya zai yiwu ta hanyar ƙawance?
Isn't anybody going to say congratulations?,shin babu wanda zai ce yana taya murna?
"It being a fine day, I went out for a walk.","Rana ce mai daɗi, na fita tattaki."
It cost a lot more than I thought it would.,Ya ci kuɗi sosai sama da yadda na yi zaton zai ci.
It doesn't look as if it's going to happen.,Kamar dai abin bai nuna alamun zai faru ba.
It doesn't matter which team wins the game.,Ba damuwa ba ne duk ƙungiyar da ta yi nasara a wasan.
"It doesn't really make much sense, does it?","Abin sam bai ba da ma'ana ba, ko ya yi?"
It finally stopped raining towards evening.,Ruwan ya ɗauke ne daf da yamma.
It gets cold here at this time of the year.,Ana sanyi a nan a irin wannan lokaci na shekara.
It happens more often than you would think.,Yana faruwa sau da dama fiye da yadda kake tunani.
It is a pity that he has no sense of humor.,Abin takaici ne cewa ba shi da ɗabi'ar yin raha.
It is because he is honest that I like him.,Saboda yana da gaskiya ne ya sa nake son shi.
It is completely natural for her to be mad.,Ɗabi'a ne a wajenta don ta haukace.
It is getting colder and colder day by day.,kullum sanyi ƙara yawaita yake.
It is in April that our school years start.,A watan Afrilu ne shekarar buɗe makarantu ke farawa.
It is more blessed to give than to receive.,Ya fi albarka ka bayar fiye da ka karɓa.
It is no use complaining about the weather.,Babu amfanin yin ƙorafi dangane da yanayi.
It is no wonder that she didn't want to go.,Babu mamaki shi ya sa ba ta son zuwa.
It is not easy to learn a foreign language.,Ba abu ne mai sauƙi ba koyon yaren ƙetare.
It is probable that she will come tomorrow.,Mai yiwuwa ne ta zo gobe.
It is stupid of you to make such a mistake.,Wauta ne ka yi irin wannan kuskuren.
It is true that he is good at playing golf.,Da gaske ne cewa ya yi yin ƙwallon golf sosai.
It is up to me to tell the sad news to her.,Ya rage min na faɗa mata mummunan labarin.
It looks like Ali hasn't slept much either.,Shi ma dai Ali kamar bai yi bacci sosai ba.
It looks like you took care of the problem.,Kamar dai ka nufaci magance matsalar.
It looks like you've already been replaced.,Kamar dai an maye gurbinka.
It must be a nightmare to clean this place.,Babban tashin hankali ne a ce ka share wannan wajen.
It seems that you don't want me to succeed.,Kamar dai ba ka son na yi nasara.
It seems those two are made for each other.,Kamar dai waɗancan biyun an yi su ne don junansu.
It takes us half an hour to walk to school.,Muna ɗaukar sa'a ɗaya da rabi tafiya a ƙafa zuwa makaranta.
It took Ali almost three hours to get home.,Sai da Ali ya ɗauki sa'oi uku kafin ya je gida.
It took a moment for Ali to find his voice.,Sai da aka ɗan jima kaɗan kafin Ali ya fara yin magana.
It took him three years to write the novel.,Ya ɗauki shekara uku yana rubuta littafin labarin.
It took us a week to locate their hideaway.,Mun ɗauki mako guda kafin mu gano maɓoyarsu.
It took us half an hour to set up the tent.,Mun ɗauki rabin sa'a kafin mu kafa tantin.
It was a shock to hear about Ali's divorce.,Abin mamaki ne jin labarin sakin auren da Ali ya yi.
It was already dark when Ali returned home.,Duhu ya riga ya yi  lokacin da Ali ya dawo gida.
It was already twelve when he reached home.,Ƙarfe sha biyu ta riga ta yi lokacin da ya iso gida.
It was childish of him to behave like that.,Yarinta ce hakan da ya yi.
It was hard for Ali to ask Mary for a loan.,Abu ne mai wahala Ali ya tambayi Mary bashi.
It was him that broke the window yesterday.,Shi ne ya fasa taga jiya.
It was one of the famous cases of his time.,Yana ɗaya daga cikin sanannun shari'oi i a wannan lokacin.
It was only yesterday that I called on him.,Jiya ne kawai na kirawo shi.
It was stupid of me to make such a mistake.,Na yi wauta da na aikata irin wannan kuskuren.
It was too late for us to do anything else.,Mun yi makarar da ba za mu iya wani abu ba.
It wasn't easy for him to keep his promise.,Ba abu ne mai sauƙi a gare shi ba ya cika alƙawarinsa.
It will cost you $100 to fly to the island.,Tafiya a jirgin sama zuwa tsibirin zai ci maka dala 100.
It would be better for you to speak to him.,Zai fi maka kyau ka yi masa magana.
It would be unfortunate if he were to fail.,Abin takaici ne kuwa idan ya gaza.
It'd be better if we didn't talk about Ali.,Zai fi kyau idan ba mu yi magana a kan Ali ba.
It's a small town. Everyone knows everyone.,Ƙaramin gari ne. Kowa ya san kowa.
It's about time you did your share of work.,Lokaci ya yi da za ka yi naka kason na aikin.
It's almost seven. We have to go to school.,Kusan ƙarfe bakwai ta yi. Za mu tafi makaranta.
It's an excellent method to relieve stress.,Hanya ce ingantacciya ta rage gajiya.
It's been over a week since I last saw Ali.,sama da mako guda kenan rabona da ganin Ali.
It's been seven years since we got married.,Shekara bakwai kenan da yin aurenmu.
It's been three years since my father died.,Shekara uku kenan da rasuwar mahaifina.
It's been three years since we got married.,Shekara uku kenan da yin aurenmu.
It's dangerous for a beginner to swim here.,Haɗari ne ɗan koyo ya yi iyo a nan.
It's difficult to learn a foreign language.,Koyon yaren wata ƙasar yana da wahala.
It's not a good idea to date your neighbor.,Ba ra'ayi ne mai kyau ba ka yi soyayya da maƙwabcinka.
It's not as cold today as it was yesterday.,Sanyin yau bai kai na jiya ba.
"It's not just illegal, it's also dangerous.","Ba iya saɓa doka ne kawai ba, yana da kuma haɗari."
It's not like I have anything better to do.,Ba wai kamar ina da wani abu ne mai kyau da zan yi ba.
It's not like you have anything else to do.,Ba wai kamar kana da wani abu ne daban da za ka yi ba.
It's not possible to do two things at once.,Ba zai yiwu ka yi abu biyu a lokaci guda ba.
It's open year-round from 10 a.m. to 6 p.m.,A buɗe yake a duk shekara daga ƙarfe 10 na safe zuwa 6 na yamma.
