english,ewe
Step Three: Nothing ever goes as planned!” JavaScript is currently disabled.,"naɖeke mele edzi yim abe alesi miesusui ene o,JavaScript mele dɔ wɔm o"
“Abu Bakr announced to them: “Let those among you who worshiped Muhammad know that Muhammad is dead,abu bakr gblɔ na wo be: ame siwo le mia dome eye wosubɔa mohammad la nanya be muhammad kú
"Full stop, that's all.","Evɔ, nye gbe dze anyi."
"“I take care of everything at home, sometimes I even wonder why we’re getting married!” she says with a burst of laughter. ""","nye kpɔ nuwo katã gbɔ le aƒe la me ,ɣe aɖewo ɣi la ,mebiaa ɖokuinye se be nukata woɖea srɔ̃ mahã?"
"The usual greetings will be received in the church square,",Asinanakɔnuawo woayi edzi le agbadɔa mɔ nu
And the goat transformed into a beautiful woman:,Eye gbɔ la trɔ zu nyɔnu ɖo atsɔ aɖe.
"It was tiring but interesting,",etikɔ na ame gake enyo
Are you close,egogo mía?
"And the lion pounced on the ox, struck it down and freed the people from the animals.","Dzata dzo dze toa dzi, mui ƒu anyi heɖe lãwo tso yeƒe asiwo me."
"“I believe in God, so I believe and hope that tomorrow will be even better than today.”",mexɔ Mawu dzise eyata mɔkpɔkpɔ le asigne be tsɔme anyo ɖo
Then he went to lie down by the river.,Eye woyi ɖamlɔ tɔa to.
Why not just a school of excellence without religious association,nu ka ta manye suku xɔŋkɔ ko si ŋu xɔsenya maku ɖe o la
My tale is finished; whoever breathes first will go to Paradise.,"Nye gli wu enu, ame gbãtɔ si gbɔ la, ayi paradiso me."
"With its long teeth and claws, the hyena tore it apart! Bouki first ate his fill, then took the rest home.","Kple yeƒe aɖu kple fe legbeawo la, gana la vuvui. Buki ŋutɔ ɖu ɖipo gbã, eye wotsɔ esi susɔa yi aƒe me."
How do we differ in our daily behavior?,nu ka mee mietoa vo le gbe sia gbeee
Because Willy and his team succeeded in bringing Hawaii to the Eulis Center,elabe Willy kple eƒe hatsotsoa ʋli kplɔ Hawaï va Eulisdɔwɔƒea
Khâdija was the first person to believe in the message of the Prophet (saw) and she used her wealth to support Islam,kadijae nye ame gbãtɔ sie xɔ nyaa la dzi se eye wozã eƒe njunɔamesiwo hedoe ɖe ŋgɔ
"com/iMOumkhK email * #Afropages Cameroun"": the state daily Cameroon Tribune celebrates its 0th anniversary http://t.","nu siwo amewo zana le gbɔlɔlɔ me la mebuna nenem ,o o"
I spoke with one of them and told her that I was looking to hire two young people from Yopougon as librarians.,meƒo nu kpliwo eye meɖe eme be mele agbalẽdzikpɔla eve dim
"We keep silent, because it’s the best thing to do",wozia ɖoɖui elabe esiae nye nyuitɔ na wo
"If you haven’t read it yet, it’s high time you did and I recommend “Death on the Nile”",ne miexlẽe kpɔ o la medo ŋusẽ mi nae eye midze egɔme kple Ku le Nil dzi
I came but I saw you talking and laughing with another guy,Meva gake mekpɔ wo nèle dze ɖom hele nu kom kple ŋutsu bubu
Have you ever had the opportunity to borrow them?,eɖoui kpɔa
"However, it turned out that this woman was not a human being, she was a donkey!","Evɔ, nyaɣaɣla ye nye be nyɔnua menye  ame o; tedzinɔ wonye."
The failure of the education system is the cause of most of the problems we face.,gbagbãƒe si le hehenana ŋu lae he kuɣi siwo miele go dom egbe la vae
Entrance is completely free… It’s in Abidjan at the Palais de la culture in Treichville,miaɖo kpɔme femaxee le Palais de la Culture le treichville abidjan
The particularity of PEBS is the emphasis placed on language teaching.,anyigbadzi nunɔamesiwo abe ga kple lamase ene
against acts violating the fundamental rights recognized by the constitution or by law.,le dzidada le dzena siwo gome wokpɔ le nyanyanana sia mee
There are so many people on earth that it's not easy to find the right half.,Amewo sɔgbɔ le anyigba dzi alegbegbe be mele bɔbɔe be na keɖe wo afã nyuie tɔ dzi o.
an order such that the rights and freedoms set out in this Declaration can find full effect,sedziwɔwɔ kuɖe se siwo le nyanyanana sia me la nakpɔ eme vava
Trevor's autobiography isn't just about the domestic violence he witnessed and suffered at the hands of his stepfather,menye ƒomedzre sime woto la koe nye nu sie le nyaa me o
Can we say today that Cameroonians as a whole are unhappy with their situation?,mikakae ne facebook kple whatsap dzi to asi zizi edzi me
"But I was determined to leave knowing how to do something with my hands, apart from supporting a husband",meɖo kpe edzi be hafi mayi la manya nane wɔwɔ kple nye asiwo menye amesrɔ̃ kpɔkpɔ ko o
"I didn't say anything, because you didn't try to know",nyemegblɔ nya aɖeke o elabe mebiam o
"But as the appetite comes with eating, the family would always need the money from Sidiki Diabaté","eye esime detsi ivie xea kplɔ ta la, ƒomea gale sidiki ƒe ga dzim kokoko"
"Because in this case, courage would consist of telling the person in advance how we wanted their sauce to be","elabe ne kalẽtɔ wonye la, agblɔe na amea be nu si woɖa la mevivi o"
Christiane spends all her time glancing at me as if to make sure I never return to my planet,Christiane nɔ kpɔyem edziedzi be meli loo alo nyemeli o mahã
You must then comply with the thousand and one rules imposed by the men of your family and your community.,ɖeko naƒoƒu ɖokuiwo ɖe se akpe akpe siwo wo ƒomeŋutsuwo ɖo ɖi la te
Tonight I asked myself what matters most in the life of a man my age,ɣetrɔ sia mebia nu si le vevie wu na ame si ɖo ƒènye tɔgbi ɖokuinye
"I am a feminist because I feel equal to men. """,meʋlia nyɔnuwo ƒe dzena ta elabe mekpɔe mí kple ŋutsuwo mísɔ
I figured the need to pay taxes would force me to look for ways to generate profits,amlɔkɔexexe ana be madi ga na dɔw;;fea
But it’s all about representation.,Atso ameteƒenɔlawo gbɔ
"Faced with the enmity of his colleagues at Shell Côte d'Ivoire and thanks to the encouragement of some of his friends, Mr.","esi wole eyome tim leshell ta eye ɖe xɔ̃a aɖewo ƒe ŋusẽdoame ta, aƒetɔ"
"You have to be able to concentrate on the work itself,",midɔ la dze agbagba akpɔ dɔ si wɔm miele la lagbɔ
"How to nurture dreams for him, without trying to live ours by proxy, without stifling his dreams",aleke mianɔ tsɔme dzram ɖo ɖi nae esime miazi edzi be woawɔ miatɔ ahe xe mɔ na eƒe susuwo oe?
"I want to have the courage to cross her hallway, enter her room, snuggle into her arms, and enter into her","medi be makpɔ ŋusẽ azɔ dɔvila me age ɖe eƒe xɔme, amia ɖe eƒe abɔwo me aheɖo lãme nae"
And bang! he killed the lizard.,Eye gbo. Ewu doglo la.
"com to find out if the computer was online,",abe ɖe aɖaŋuɖemɔa le yaʋaladzi ene
"I had tears in my eyes when he told the story of Maeva, a young schoolgirl who was reported missing by her mother,",mefavi esi wogblɔ Maeva titina sukuvi aɖe ƒe ŋutinya si enɔa bu la
Nice article on a sensitive subject.,agbalẽ nyui aɖe wonye ƒo nu tso nya tɔxɛ ɖe ŋu
"I was also shocked by the blacks who were complicit in certain acts, like Homer, Ridgeway's valet,",medo domedzoé ɖe ameyibɔ aɖewo ƒe nuwɔnawo ŋu Homer Ridgeway ƒe dɔla ene
Things weren't much better on Dave's side.,Nuwo menɔ edzi yim nyuie le Dave hã ƒe akpa dzi o
Especially when it comes to going to the hospital to check our health,vevitɔ ne miayi dɔyɔxe ahenya mianɔnɔmee
Woe to you! Great misfortune to you if you go down!,Baba nawo. Baba nawo vevie ne eɖi ko la.
"If we repent within this time frame, the angel does not record this sin","ne meitrɔ dzime le gaƒoƒo ma me la, ekem dɔla la meŋlɔnae o"
And I believe that the previous episodes have given you more details about my learning of the Quran,eye mexɔe se be nye numeɖeɖe siwo do ŋgɔ la kɔ nume na mi tso nye korã sɔsrɔ̃ ŋue
I am always grateful to have loved ones with whom I can talk about doubts,mekpɔ dzidzɔ be amewo li sie memaa nye ɖikekewo kplie
Youma found himself at the edge of the river.,Yuma va ɖo tɔa to.
"I am vehemently against abortion, but I am no one's judge. """,mele ƒu fuɖeɖe vevie gake menye nyee adrɔ̃ ʋɔnu ame aɖeke o
"Lukashenko, reports the official Belta agency","Lukatchenko, esia Belta dunyakakanuɖela gblɔe"
I know she sometimes gets hurt when Muslims remind her of my conversion as if they wanted to praise me.,menyae be evenae ɣe aɖewo ɣi ne mɔslɛmtɔwo gblɔ nye dzimetrɔnya nae abe hoʋlinya ene lae
We talked to them about the importance of the internet and how they could use it wisely for their training,mieƒo nu nawo tso yaʋalanuwɔƒea ŋu kple ale si woate ŋu akpe ɖe wo ŋuti le w;pƒe tutuɖoxɔxɔ mee
"My huge arms allow me to earn more money than any man in this village will ever see in his entire life,",nye abɔ gãwo na mekpɔ ho si ŋutsu aɖeke makpɔ le kɔƒe sia me o
Here is Banta in turn caught by the collar.,Kpɔɖa Banta hã ƒe ve tsi ka me azɔ.
A round table moderated by journalist Agnès Kraidy,nyakakadɔwɔla Agnès Kraidy ye nye amewo nu ɖela
"To tell the truth, I don't really remember what she told me about the author,","le nyateƒe me la, nye megaɖoŋu nya si wogblɔ nam tso nuŋlɔla ŋu o"
"But one day, the elephant, stung by who knows what fly, stood up and declared:","Ke, tiglinyi si ame aɖeke menya nusi va edzi o la gblɔ be,"
New twist in the affair of alleged Libyan financing of former French President Nicolas Sarkozy,nya bubu ga do kuɖe libiatɔwo ƒe ga dede Sarkozy ƒe akɔdanyawo me
"I told him that it wasn't necessary, since I had already cooked at home.",megblɔ nae be esia mehĩa o elabe meɖa nu le aƒeme xoxo
The fact that the Center was generally associated with me did not help matters.,eulis ƒe tataɖe ŋunye meɖɔ nuwo ɖo o
"The man of all talents as he is called, demonstrated his know-how to us,",ŋutsu si ɖo nunawo katã la ɖe eƒe efe nuwɔna ɖe go
"Internet is still a luxury in Ivory Coast for both women and men,",yaʋala ganye nu xɔasi le nyiɖuƒuta na ŋutsuwo kple nyɔnuwo siãa
»The nurse takes the card from me and passes it to one of her colleagues while she prepares the device for sampling,dɔyɔlakpeɖeŋutɔa xɔ nye agbalẽ la hetsɔa na etɔ ɖeka le esime wonɔ ʋuɖenua dzram ɖo
Monplaisir,Nye vivisese.
I fear that returning will lead me to be even more bulimic in my consumption of social networks to catch up on time outside,"melevɔvɔm be ne metrɔ gbɔ va la, maganɔ ɣeyiɣi sɔgbɔ gblem wú tsã"
"In 2016, I did a Masters in Social Entrepreneurship in San Francisco","le ƒè 2016 lia me, menɔ masterɖaseɖinusɔsrɔ̃ wɔm le San Francisco kuɖe adzɔdonyawo ŋue"
"“I Still Love Him” is definitely a book that will make you feel strong emotions, and that I recommend.",« Je l’aime encore » nye agbalẽ si anyɔ seselelãmewo le mia me eyata medo ŋusẽ mi be miaxlẽe
The thirst grew worse.,Tsikɔwuamea ga sẽ ɖe edzi wu tsã.
"Unfortunately, this is the sad fate of unmarried mothers in Africa.","dzɔgbevɔ̃tɔe la,alea wole na ɖetugbui vinɔwo le Afrika"
For centuries we have been demanding recognition as people in our own right.,esia biam miele tso gbe aɖe gbe ke be woabu miawo hã abe ame ŋutɔtɔwo ene
"She has a son in town who became a mason,",eɖo viaɖe si nye xɔtula le du gã me
"“It’s practical and comfortable, especially when going downhill on the terrain.”",esia le hodzui na wɔwɔ vevitɔle dua me yiyi me
This is the one that white people used to enslave and colonize us,esiae yevuwo zã hete mi ɖe anyi eye wosa mi hã
When it's complicated I remember this image http://doubleneuf.,"ne nuawo sese la, meɖoa ŋu nutata ma dzi"
"Nice, right?",enyo alo
"“That girls demand the right to dress as they want, I completely agree","ne nyɔnuviwo be yewoƒe dzenae be yewoado nu si dzro yewo la, mese egɔme"
"The waffles weren't as good as Regis Glacier but the orange juice was amazing,",klakowo menyo de RegisGlacier tɔ nu o gake ŋtsi tsi la nyo ŋutɔ
The government said that “the revolution will go through agriculture and the digital economy.,dziɖuaɖua do dzesi be agblede akpɔ trɔtrɔ to yaʋala mɔɖaŋu dɔwɔnuwo zazã me
"Thomas, professor of Sciences-Physics at the Collège Moderne de Mahapleu, told me that he would be happy to welcome me to his home.",Thomas si nye nuƒoxlame fiala le Mahpleu titina sukua me la be anye dzidzɔ na ye be mava yegbɔ
"From that day on, my father started to give me lots of books,","Tso ɣemayi la, tɔnye tɔ agbãlɛwo tsɔtsɔ nam"
"But that doesn't make sense, mom",ke esia meɖo gɔmesese o ɖe dada
"at length in fact, since I was still present when she began to distribute the food into various containers","dzidzie, elabe menɔ anyi hafi wole nuawo kam de agbawo me"
"They have trouble taking us seriously because we lack organization, structure",esi miele ɖoɖo nyui me o tae he esia va
This is not about hurting yourself.,esia mehiã be woawɔ vɔ̃ ameɖokui o
"Neighboring houses let out the noise of generators,",generatorwo le gbe ɖim le aƒe mamɔewo me
He has returned to his little shoes even though earlier he was all-powerful,eɖoɛɖokui me eya si le gã wɔm fifi laaa
"“The formatting is crystal clear, you scroll through three to four pages without realizing it.”",kɔmama la gale sɔxɛ yeyewo xɔm siwo ƒe nukpɔsusu le tsãtɔwo dzi
David almost got angry but he had too many misfortunes to cry about that day to be offended by an interrogation carried out by a whore,"David bi dzi kloe gake, avi le dzi dzi nae ta, gbolo aɖe ƒe nyabiabia mewɔ nanekee o"
I was happy to set an example for my daughter,dzi dzɔm be mele kpɔɖeŋu fiam vinye nyɔnuvia
"While her father is in a coma, Giulia begins a passion with Kamal, a Sikh refugee from India,","esime fofoa le ɖime la, Giulia dze Kamal si nye Sikh la lɔlɔ̃"
"Once in the courtyard, he grabbed an orange tree, uprooted it and waved it like a fan to chase away the famous mosquito-mosquitoes.","Esi wodo go la, eƒu akɔ aŋtitia ɖe, hoe eye woυuυui abe apapa ene henya tɔmemuwo katã dzoe."
"1- In bedThe bed is undoubtedly one of the most comfortable places to read,",abadzi nye teƒe nyui aɖe na nuxexlẽ
"With some cousins ​​we went to Korhogo for a race,",kple nɔvinyewo la miéyi va ƒlẽ nanewo le korhogo
"He kept saying how much he missed my food, how poorly he ate since I left, and other nonsense like that.",ebe nye nuɖuɖu dzo ye eye yemegaɖu nu nyuie alea kpɔ tso esime medzo o kple lãnya bubuwo
"At least, not right now,","At least, not right now,"
A good friend of your father,tɔ́wo xɔ̃lɔ̃ vevie wonye
(in min stamps and legalizations the account was there) and I met a Mr who was leaving the town hall of Nkolbisson where,xexe si do nyɔnu leatsuƒe ɖe dzi eye wotsɔ esi mele atsuƒe o la wɔ afɔtutunui
But her breakup with Dave was over a year ago and it was time for her to get back in the saddle,eƒe kaklã kple Dave wɔ ƒè ɖeka vɔ eye ehiã be woadze agbe bubu gɔme
"Schools, a society where we are not told that our dreams are “too” big,","sukuwo, hahodɔgbenɔnɔ afisi womegblɔ na mi le be miaƒe susuwo kpe akpa o"
You could even time this while you're in the bathroom,ate ŋu xlẽ le afɔdzi hã
"For a long time, and I even wrote it several times, I set myself a life goal of not doing anything like my father",megblɔnae heŋlɔnae hã be nyemele agbe nɔge abe tɔ́nye ene o
